name,mass,lum,mag,temp,dist,const,desc,multi
Delta Scorpii,13.00,"38,000.00",2.29,27400,443.60,Scorpius,"Delta Scorpii is a binary star in the constellation of Scorpius. The primary star is named Dschubba. Delta Scorpii is 2.0 degrees south of the ecliptic. In 1981 it was occulted by Saturn's rings as seen by Voyager 2, with starlight unexpectedly blocked even by the apparently empty gaps, indicating that ""there is very little empty space anywhere in the main ring system."" Delta Scorpii A is a Gamma Cassiopeiae variable star. This type of star shows irregular slow brightness variations of a few hundredths of a magnitude due to material surrounding the star.",2
Delta Ursae Majoris,1.63,14.00,3.32,9480,80.50,Ursa Major,"Delta Ursae Majoris, formally named Megrez, is a star in the northern circumpolar constellation of Ursa Major. With an apparent magnitude of +3.3, it is the dimmest of the seven stars in the Big Dipper asterism. Parallax measurements yield a distance estimate of 80.5 light-years (24.7 parsecs) from the Sun. Delta Ursae Majoris has 63% more mass than the Sun and is about 1.4 times its radius. It has a stellar classification of A3 V, which means it is an A-type main sequence star that is generating energy at its core through the nuclear fusion of hydrogen. It shines at 14 times the luminosity of the Sun, with this energy being emitted from its outer envelope at an effective temperature of 9,480 K. This gives it the white hue typical of an A-type star.",1
Delta Ursae Minoris,2.35,47.80,4.35,9911,172.00,Ursa Minor,"Delta Ursae Minoris, Latinized from δ Ursae Minoris, formally named Yildun, is a white-hued star in the northern circumpolar constellation of Ursa Minor, forming the second star in the bear's tail. It is visible to the naked eye with an apparent visual magnitude of 4.36. Based upon an annual parallax shift of 18.95 mas as seen from Earth, it is located 172 light years from the Sun. The star is moving closer to the Sun with a radial velocity of about −8 km/s. his is an A-type main-sequence star with a stellar classification of A1 Van, where the 'n' indicates ""nebulous"" absorption lines in the spectrum due to rapid rotation. It is spinning with a projected rotational velocity of 180 km/s, which is giving the star an oblate shape with an equatorial bulge that is an estimated 7% larger than the polar radius.",1
Delta Velorum,2.43,67.00,1.99,9440,80.60,Velorum,"Delta Velorum is a triple star system in the southern constellation of Vela, near the border with Carina, and is part of the False Cross. Based on parallax measurements, it is approximately 80.6 light-years (24.7 parsecs) from the Sun. It is one of the stars that at times lies near the south celestial pole due to precession. δ Velorum consists of an eclipsing binary, designated Delta Velorum A, and a more distant third companion, Delta Velorum B. δ Velorum A's two components are themselves designated Aa (officially named Alsephina, the traditional name for the entire system) and Ab.",3
Delta Virginis,1.40,468.00,3.39,4000,198.00,Virgo,"Delta Virginis is a star in the zodiac constellation of Virgo. With an apparent visual magnitude of 3.4, this star is bright enough to be seen with the naked eye. Based upon parallax measurements, it is located at a distance of about 198 light-years (61 parsecs) from the Sun. The spectrum of Delta Virginis matches a stellar classification of M3 III, which places it among the category of evolved stars called red giants. Indeed, the outer atmosphere of this star has expanded to around 48 times the radius of the Sun. Even though it has just 1.4 times the mass of the Sun, this wide envelope gives it a luminosity of roughly 468 times the Sun's. This energy is being radiated from a relatively cool outer atmosphere that has an effective temperature of nearly 4,000 K. It is this cool temperature that gives it the orange-red glow of an M-type star.",1
Delta¹ Tauri,2.80,69.00,3.78,5000,156.00,Taurus,"Delta¹ Tauri is a double star in the zodiac constellation of Taurus. Based upon an annual parallax shift of 20.96 mas as seen from Earth, it is located roughly 156 light-years distant from the Sun. The system is faintly visible to the naked eye with a combined apparent visual magnitude of +3.772. It is considered a member of the Hyades cluster. The two constituents are designated δ¹ Tauri A and B. A is itself a binary star with components designated δ¹ Tauri Aa (officially named Secunda Hyadum, the traditional name for the entire system) and Ab. Delta¹ Tauri B is a magnitude 13.21 visual companion separated by 111.8 arcseconds from A. It is most likely not physically related to the main star.",2
Deneb,19.00,"196,000.00",1.25,8525,"2,615.00",Cygnus,"Deneb is a first-magnitude star in the constellation of Cygnus, the swan. Deneb is one of the vertices of the asterism known as the Summer Triangle and the ""head"" of the Northern Cross. It is the brightest star in Cygnus and the 19th brightest star in the night sky, with an average apparent magnitude of +1.25. A blue-white supergiant, Deneb rivals Rigel as the most luminous first magnitude star. However its distance, and hence luminosity, is poorly known; its luminosity is somewhere between 55,000 and 196,000 times that of the Sun. Its Bayer designation is α Cygni which is Latinised to Alpha Cygni, abbreviated to Alpha Cyg or α Cyg.",1
Deneb Algedi,2.00,8.50,2.85,7300,38.70,Capricornus,"Delta Capricorni is a multiple star system about 39 light-years away in the constellation of Capricornus (the Sea Goat). The primary star in the system is a white giant and the combined light of its members makes it the brightest star in the constellation. The system consists of an eclipsing binary,[12] Delta Capricorni A, and two companion stars, B and C.[13] A's two components are themselves designated Delta Capricorni Aa (formally named Deneb Algedi /ˌdɛnɛb ælˈdʒiːdiː/, the traditional name of the system)[14][15] and Ab.",4
Denebola,1.78,15.00,2.14,8500,35.90,Leo,"Denebola designated Beta Leonis is the second-brightest star in the zodiac constellation of Leo, although the two components of the γ Leonis double star, which are unresolved to the naked eye, have a combined magnitude brighter than it. Denebola is an A-type main sequence star with 75% more mass than the Sun and 15 times the Sun's luminosity. Based on parallax measurements from the Hipparcos astrometry satellite, the star is at a distance of about 36 light-years (11 parsecs) from the Sun. Its apparent visual magnitude is 2.14, making it readily visible to the naked eye. Denebola is a suspected Delta Scuti type variable star, meaning its luminosity varies very slightly over a period of a few hours.",1
Diadem,1.24,1.72,4.85,6380,58.10,Coma Berenices,"Alpha Comae Berenices is a binary star in the constellation of Coma Berenices (Berenice's Hair), 17.8 parsecs (58 ly) away. It consists of two main sequence stars, each a little hotter and more luminous than the Sun. Alpha Comae Berenices is said to represent the crown worn by Queen Berenice. The two components are designated Alpha Comae Berenices A and B.",2
Diphda,2.80,139.10,2.04,4800,96.30,Cetus,"Diphda has an apparent visual magnitude of 2.02, making it the brightest star in Cetus. The stellar classification of this star is K0 III, although some sources list a classification of G9.5 III indicating that it lies along the dividing line separating G-type from K-type stars. The luminosity class of 'III' means that it is a giant star that has consumed the hydrogen at its core and evolved away from an A-type main sequence star. After passing through the red giant stage, it underwent the helium flash event and is generating energy through the thermonuclear fusion of helium at its core. Beta Ceti will remain in this mode for over 100 million years. The effective temperature of the star's outer envelope is about 4,797 K, giving it the characteristic orange hue of a K-type star. In spite of its cooler temperature, Diphda is much brighter than the Sun with a bolometric luminosity of about 145 times the luminosity of the Sun, resulting from a radius 18 times as large as the Sun and a mass that is 2.8 times the Sun's mass. This star displays flaring activity that results in random outbursts that increase the luminosity of the star over intervals lasting several days. This is a much longer duration than for comparable solar flare activity on the Sun, which typically last for periods measured in hours.",1
Dschubba,13.00,"38,000.00",2.29,27400,443.60,Scorpius,"Delta Scorpii is a binary star in the constellation of Scorpius. The primary star is named Dschubba. Delta Scorpii is 2.0 degrees south of the ecliptic. In 1981 it was occulted by Saturn's rings as seen by Voyager 2, with starlight unexpectedly blocked even by the apparently empty gaps, indicating that ""there is very little empty space anywhere in the main ring system."" Delta Scorpii A is a Gamma Cassiopeiae variable star. This type of star shows irregular slow brightness variations of a few hundredths of a magnitude due to material surrounding the star.",2
Dubhe,4.25,316.00,1.81,4660,123.00,Ursa Major,"Alpha Ursae Majoris forms part of the Big Dipper (also known as the Plough or the Great Bear), and is the northern of the 'pointers' (or 'guards'), the two stars of Ursa Major which point towards Polaris, the North Star. α Ursae Majoris is about 123 light years from the Sun. It is a spectroscopic binary made up of the stars α Ursae Majoris A and α Ursae Majoris B. α Ursae Majoris A is the primary star, and it is a giant star that has evolved away from the main sequence after consuming the hydrogen at its core. The secondary star, α Ursae Majoris B, is a main sequence star that has a stellar classification of F0V. It orbits at a mean separation of about 23 astronomical units (AU) and completes an orbit every 44.4 years. There is another spectroscopic binary 8 arcminutes distant, a 7th magnitude pair showing an F8 spectral type. It is sometimes referred to as Alpha Ursae Majoris C, but is separately catalogued as HD 95638. α Ursae Majoris has been reported to vary in brightness by about a thousandth of a magnitude. Ten radial oscillation modes have been detected, with periods between 6.4 hours and 6.4 days. Although it is part of the constellation of Ursa Major, it is not part of the Ursa Major Moving Group of stars that have a common motion through space.",2
